Table_Name,Column_Name
ScreeningApplicantGroup,apgExternalID
ScreeningApplicantGroup,apgDepositAmount
ScreeningApplicantGroup,apgLeaseTermMonths
ScreeningApplicantGroup,apgUnitID
ScreeningApplicantGroup,apgUnitName
ScreeningApplicantGroup,apgBuildingID
ScreeningApplicantGroup,apgBuildingName
ScreeningApplicantGroup,apgExternalScreeningID
ScreeningApplicantGroup,apgleaID
ScreeningApplicantGroup,MoveInDate
ScreeningApplicantGroup,TotalDeposit
ScreeningApplicantGroup,OSscrtFailScoreCount
ScreeningApplicantGroup,OSscrtPassScoreCount
ScreeningApplicantGroup,apgCustomTextID
ScreeningApplicantGroup,apgUseCustomText
ScreeningApplicantGroup,apgUsePmcLtrContact
ScreeningApplicantGroup,RECORDSTAMP
ScreeningApplicantGroup,apgStatus
ScreeningApplicantGroup,apgUsePmcSig
ScreeningApplicantGroup,apgCancelled
ScreeningApplicantGroup,apgRecommendationDate
ScreeningApplicantGroup,sagAALetterType
ScreeningApplicantGroup,apgRequestSource
ScreeningApplicantGroup,MoveOutDate
ScreeningApplicantGroup,apgCustomApprovalTextID
ScreeningApplicantGroup,apgUseCustomApprovalText
ScreeningApplicantGroup,SadID
ScreeningApplicantGroup,ScoreMode
ScreeningApplicantGroup,BureauSwap
ScreeningApplicantGroup,apgCustomConditionalTextID
ScreeningApplicantGroup,apgUseCustomConditionalText
ScreeningApplicantGroup,appStateID
ScreeningApplicantGroup,apgRentObligationNoTAX
ScreeningApplicantGroup,NumberOfBedrooms
ScreeningApplicantGroup,BureauSwapFileFreeze
ScreeningApplicantGroup,NumberOfBureausOn
ScreeningApplicantGroup,PMCBureauSwapEnabled
ScreeningApplicantGroup,IsMultiStepUsed
ScreeningApplicantGroup,OSSiteID
ScreeningApplicantGroup,Source
ScreeningApplicantGroup,ContinuedScreening
ScreeningApplicantGroup,apgMonthlyRentalVoucherAmount
ScreeningApplicantGroup,apgRentalVoucherUsedForScoring
screeningapplicant,appID
screeningapplicant,apgID
screeningapplicant,appSequence
screeningapplicant,codeAppStatusCode
screeningapplicant,appFirstName
screeningapplicant,appMiddleName
screeningapplicant,appLastName
screeningapplicant,codeGenerationCode
screeningapplicant,codeIDTypeCode
screeningapplicant,appIDState
screeningapplicant,appIDNumber
screeningapplicant,appSSN
screeningapplicant,appBirthDate
screeningapplicant,appEmailAddress
screeningapplicant,appStreetNumber
screeningapplicant,appDirectionName
screeningapplicant,appStreetName
screeningapplicant,appStreetType
screeningapplicant,appApartmentNumber
screeningapplicant,appCityName
screeningapplicant,appState
screeningapplicant,appZip
screeningapplicant,appPhone
screeningapplicant,appWorkPhone
screeningapplicant,appTransmitUserID
screeningapplicant,appTransmitDate
screeningapplicant,appFelonyBit
screeningapplicant,appEvictionBit
screeningapplicant,TransactionID
screeningapplicant,ConvertedBit
screeningapplicant,CreateUserID
screeningapplicant,LastUserID
screeningapplicant,CreateDate
screeningapplicant,ModifyDate
screeningapplicant,apphideDOB
screeningapplicant,apphideQuestions
screeningapplicant,appMonthlyIncome
screeningapplicant,appOtherIncome
screeningapplicant,appAssets
screeningapplicant,Cosigner
screeningapplicant,Employed
screeningapplicant,EmploymentType
screeningapplicant,BeenBonded
screeningapplicant,BondDeniedOrLoss
screeningapplicant,RECORDSTAMP
screeningapplicant,SSNHash
screeningapplicant,IDNumberHash
screeningapplicant,SSNSuffix
screeningapplicant,appCountry
screeningapplicant,appAddress1
screeningapplicant,appAddress2
screeningapplicant,codeGenderCode
screeningapplicant,appRecommendationDate
screeningapplicant,appDUNS
screeningapplicant,appBusiness
screeningapplicant,appAtcID
screeningapplicant,appSmodID
screeningapplicant,appExternalID
screeningapplicant,CreditOptimizerTier
screeningapplicant,CreditDOB
screeningapplicant,CosignerID
screeningapplicant,SadID
screeningapplicant,IsTestCase
screeningapplicant,BureauSwap
screeningapplicant,IsBillableApp
screeningapplicant,cbMiddleName
screeningapplicant,appStateID
screeningapplicant,AppbID
screeningapplicant,NotUseReprocessFlag
screeningapplicant,NoPrevAddr
screeningapplicant,IsNSORUsed
screeningapplicant,BureauSwapAttempts
screeningapplicant,BureauSwapFileFreeze
screeningapplicant,IncomeCondition
screeningapplicant,IncomeAlertsUsed
screeningapplicant,AppNoSSN
screeningapplicant,appHCountry
screeningapplicant,appMCountry
screeningapplicant,appCellPhone
screeningapplicant,OSSiteID
screeningapplicant,IsMultiStep
screeningapplicant,CriminalRun
screeningapplicant,RRDCopyRequired
screeningapplicant,IsCAWAAAgreed
screeningapplicant,IsCAWAAOverridden
screeningapplicant,CAWAAOverrideReason
screeningapplicant,CAWAAOverrideReasonIndex
screeningapplicant,VerifiedIncome
screeningapplicant,OverriddenDate
screeningapplicant,appVerifiedMonthlyIncome
screeningapplicant,IsVerifiedIncomeUsedForScoring
screeningapplicant,IsVerifiedIncomeOverridden
screeningapplicant,IncomeOverrideReason
